itemName,itemDescription, picture,  Type, Brand, Size, Price, Url, Onsale, discount ,,,
Arbor Cosa Nostra Snowboard,Description: Arbor Cosa Nostra Snowboard                        New for 2020 we''ve fully redesigned the Cosa Nostra with a smoother cruiser inspired outline. With this new design you''re getting the most directional System Rocker board in our line with a 2:1 nose to tail length ratio. When you combine this setback design with a small amount of taper and parabolic rocker profiling the result is the surfiest yet most versatile powder-leaning directional in the line. With the Cosa Nostra you can expect a board rooted in old-school surf-inspired riding paired high-end board feel and quick edge-to-edge performance.   Key Features of Arbor Cosa Nostra Snowboard El Dorado PowerplyR.A.P. Topless TechnologyFSC Certified Double Barrel CoreSintered BaseMixed Glassing2x4 14 Pack Inserts0.11 cm - 0.16 cm Taper360?? Fully Wrapped SidewallsRecycled Steel EdgesEntropgy Bio ResinWend Natural WaxFactory Tuned3-Year WarrantyFlex Meter: 7/10 DimensionsLength (cm)153156159162Effective Edge (cm)110.24112.94115.64118.34Tip Width (cm)28.3528.5828.8229.05Tail Width (cm)28.1928.4428.6928.94Waist Width (cm)24.9525.125.2525.4Sidecut (m)7.657.87.958.5,static/img/loading.gif,Snowboards,Arbor,153cm-156cm-159cm-162cm,579.99,https://www.The-House.com/9856arcn20zz-arbor-snowboards.html,F,,,,
Lib Tech MC Snake Kink Snowboard,Description: Lib Tech MC Snake Kink Snowboard                        Matt Cummins’ latest experimental creation in the quest to get the most out of a single snowboard. Dual threat nose profile on a modern camber C3 contour allows the Kink to be ridden in hard challenging hardpack and ice conditions and then float like crazy in powder. Explore the untapped shred potential of the Snake Kink nose… elevated performance and creative opportunity is built in.  Key Features of Lib Tech MC Snake Kink Snowboard: Camber3: Aggressive All Terrain ContourBanana Technology [BNA] Effortless ControlOriginal Power Construction [OP]Light Environmentally Nice StrongCore: 75% Aspen / 25% PaulowniaGlass: Tri-Ax / Bi-Ax FiberTop: Eco Sublimated Poly TopBase: Eco Sublimated Tnt (Fast & Low Maintenance)Birch Internal SidewallsUhmw Sintered SidewallsUhmw Tip/Tail Impact DeflectionMagne-Traction Effortless Edge HoldSerrate Steak Knife TechnologyHandcrafted Near Canada in the USAexperiMETAL/Freeride - DirectionalArt by Damian FultonFlex: Medium/Firm DimensionsLength159Contact Length116Nose Width29.8Waist Width25.3Tail Width29.8Sidecut8.35,static/img/loading.gif,Snowboards,Lib Tech,159cm,599.99,https://www.The-House.com/9859ltmcsk21zz-lib-tech-snowboards.html,F,,,,
Ride Superpig Snowboard,Description: Ride Superpig Snowboard  Key Features of Ride Superpig Snowboard: Directional Hybrid RockerTapered Bi-Radial SidecutPerformance CoreCleave EdgeSintered Stone Ground BaseSlimewalls Carbon SlimewallsRoll-In ConstructionDouble Impact PlatesCarbon Array 5Topless TopsheetCarbon Infused GlassSpecialty: Park/Groomers/PowResponse: Aggressive DimensionsLength142148151154158Effective Edge104.4109.5112.1114.6117.1Nose Width30.131.131.632.132.8Waist Width252626.52727.7Tail Width29.130.130.631.131.8Sidecut -  -  -  -  -,static/img/loading.gif,Snowboards,Ride,X-Small (142cm)-Small (148cm)-Medium (151cm)-Large (154cm)-X-Large (158cm),559.95,https://www.The-House.com/9842rdspg21zz-ride-snowboards.html,F,,,,
CAPiTA Kazu Kokubo Pro Snowboard,"Description: CAPiTA Kazu Kokubo Pro Snowboard                        Fast and powerful this is the switchblade of powder boards and it will slash the backcountry like no other. While many great powder boards are large and surfy the Kazu Kokubo Pro comes in a compact chassis with a powder nose and a slightly tapered tail making this award-winning series quick and maneuverable. This versatility is perfect for those side-country powder mornings when things get tracked and you end up back inside the resort boundaries for the remainder of the day.It unleashes maximum power through the FSC Certified Panda Core with Bamboo Power Rods and is loaded with high-end construction components like a new Skinless Core Ash woodgrain topsheet HyperDrive high-speed sintered base and Amplitex V-Tech Amplifiers. While it''s a lofty goal this board is your first step towards trying to emulate Kazu''s legendary riding style.   Key Features of CAPiTA Kazu Kokubo Pro Snowboard: Multitech Level 4 DeepSpace Silkscreen + Custom Stained Core Ash TopsheetSublimation Base360 Degree HRC48 Steel EdgesFull ABS1000 SidewallsStainless Steel 4x2 InsertsFSC Certified Panda CoreNEW! Skinless Core Ash Woodgrain TopsheetAmplitex V-Tech AmplifierHolysheet Fiberglass + Magic Bean ResinHyperdrive BaseBomb-Proof Bonding ComponentBamboo Power RodsRider Type: All-Mountain + PowderCamber: Alpine V2 Profile Professional/Radial Taper/Directional/0.5"" Set BackFlex: 6.5/10 DimensionsLength151154157160Effective Edge (cm)117120.6122.2125.4Waist (cm)25.125.325.525.7Nose/Tail (cm)29.6/28.930/29.230.4/29.530.7/29.7Sidecut (m)8.08.28.48.6",static/img/loading.gif,Snowboards,CAPiTA,157cm-160cm,579.95,https://www.The-House.com/9851cakkp21zz-capita-snowboards.html,F,,,,
Bataleon Whatever Wide Snowboard,Description: Bataleon Whatever Wide Snowboard                        The name says it all. The Whatever is an all around freestyle board that does everything and does it well. Whatever the terrain whatever the conditions the Whatever takes it in stride.  Key Features of Bataleon Whatever Wide Snowboard Outline Shape: 99% Twin Outline3D Shape: Twin 3BT + SidekickSide Uplift: Medium Uplift/Medium UpliftCamber Profile: Medium CamberBiax LaminateCarbon StringersLight CoreD.S.T.Super Slick XFlip FlopFlex: 5/10 DimensionsLength (cm)159W162WContact Length (cm)120.4123Waist Width (cm)26.4526.65Setback (cm)00Sidecut Radius (m)88.1Inserts2222Stance Width (cm)52.5-62.553-63Weight range (kg/lbs)70-88+/155-195+75-93+/165-205+,static/img/loading.gif,Snowboards,Bataleon,162cm (W),383.95,https://www.The-House.com/9859bawhvw20zz-bataleon-snowboards.html,T,(20% Off),,,
Ride Agenda Wide Snowboard,Description: Ride Agenda Wide Snowboard  Key Features of Ride Agenda Wide Snowboard: Twin Hybrid RockerQuadratic SidecutExtruded Stone Ground BaseFoundation CoreSlimewallsSingle Impact PlatesBiaxial GlassSpecialty: Park/GroomersResponse: Mellow DimensionsLength154W157W161WEffective Edge120.3122.8126.7Nose Width30.330.630.9Waist Width2626.226.3Tail Width30.330.630.9Sidecut7.988.2,static/img/loading.gif,Snowboards,Ride,154cm (W)-157cm (W)-161cm (W),379.95,https://www.The-House.com/9854rdagaw21zz-ride-snowboards.html,F,,,,
K2 Standard Snowboard,Description: K2 Standard Snowboard                        The K2 Standard sets the bar for performance  and durability for those who are just getting into snowboarding or are finally pulling the trigger on their first snowboard purchase. This is the easiest turning board in the line-flat between the bindings and a directional profile with a Catch-Free Tune are the perfect combination for linking up turns or tracking into mellow park features.   Key Features of K2 Standard Snowboard: Directional Rocker Profile Aspen Core Biax GlassExtruded 2000 BaseCatch-Free Tune2x4 InsertsFlex: 4/10 DimensionsLength147152155158Effective Edge (cm)117119122124Nose Width (cm)28.72929.329.7Waist Width (cm)24.524.724.925.1Tail Width (cm)28.72929.329.7Sidecut (cm)7.988.18.2,static/img/loading.gif,Snowboards,K2,147cm-152cm-158cm,369.95,https://www.The-House.com/9847k2stnd21zz-k2-snowboards.html,F,,,,
Arbor Element Rocker Snowboard,Description: Arbor Element Rocker Snowboard                        The Arbor brand was launched with the Element. At our 25th Anniversary it remains as essential to our line as it was on day one. This all-terrain snowboard continues to adopt the technology of the times without straying from its mission to be the most versatile resort mountain-twin available and provide amazing top-to-bottom performance.   Key Features of Arbor Element Rocker Snowboard: 2x4 12 Pack InsertsRecycled Steel Edge3600 Fully Wrapped SidewallsMixed GlassingHand Dyed Ash PowerplyHighland II CoreWend Natural WaxFactory TunedRecycled ABSSintered BaseBio-ResinResort Mountain TwinFlex Meter: 6/103-Year Warranty DimensionsLength153155157159161Effective Edge (cm)114.4116.2118119.8121.6Tip Length (cm)22.322.422.522.622.7Tail Length (cm)21.321.421.521.621.7Tip Width (cm)2929.229.429.529.7Waist Width (cm)2525.125.225.325.4Tail Width (cm)2929.229.429.529.7Sidecut (m)7.657.757.857.958,static/img/loading.gif,Snowboards,Arbor,153cm-155cm-157cm-159cm-161cm,449.99,https://www.The-House.com/9853arelem21zz-arbor-snowboards.html,F,,,,
Arbor Draft Snowboard,Description: Arbor Draft Snowboard                        The all-new Relapse adopts a brand-new take on existing tech. Some feature changes for this model include a toned-down version of our Grip Tech and Uprise Fenders tailored to the specs of the rider that has his name on the board. Innovate and elevate your park freestyle and street performance with new technology and graphic curation in design collaboration with Erik Leon on the 2020/2021 Relapse.   Key Features of Arbor Draft Snowboard: Bio-Plastic TopsheetSingle Malt CoreSintered BaseBio-ResinWend Natural WaxBiax GlassingRecycled Steel Edge3600 Fully Wrapped Sidewalls2x4 14 Pack InsertsFlex Meter: 4/10True TwinArt by: masarati 3-Year Warranty DimensionsLength147150153156Effective Edge (cm)113.9116.6119.3120.2Tip Length (cm)19.0519.219.3519.5Tail Length (cm)19.0519.219.3519.5Tip Width (cm)28.9729.2329.529.76Waist Width (cm)24.9525.125.2525.4Tail Width (cm)28.9729.2329.529.76Sidecut (m)7.657.87.958.19,static/img/loading.gif,Snowboards,Arbor,147cm-150cm-153cm-156cm,399.99,https://www.The-House.com/9847ardrft21zz-arbor-snowboards.html,F,,,,
Never Summer Proto Synthesis Snowboard,Description: Never Summer Proto Synthesis Snowboard                        In primitive snowboards camber became the nucleus of snowboarding. Positive and neutral energy was stored in the camber and negative energy hung around the core. An explosion of positive energy needed tobe created to further snowboard performance. The NS snowboard scientists broke apart the nucleus and created a Shock Wave of energy. We introduce to you the most massive store of positive energy ever created.. the Proto Synthesis.   DimensionsLength149152155158161Edge115.3117.6119.8122.6125.4Nose Width29.53030.230.330.4Waist Width24.825.225.425.525.6Tail Width29.53030.230.330.4SidecutVARIO 7134VARIO 7237VARIO 7426VARIO 7664VARIO 7816,static/img/loading.gif,Snowboards,Never Summer,149cm-152cm,599.99,https://www.The-House.com/nepsm149779zz-never-summer-snowboards.html,F,,,,
Burton Deep Thinker Snowboard,Description: Burton Deep Thinker Snowboard Open your mind with Danny Davis' take on extra-poppy pow-friendly performance.The men's Burton Deep Thinker Snowboard is a directional spin on Danny Davis' go-to for hot laps in the park pipe or mobbing side hits across the mountain. Adding the float and responsiveness of Directional Camber to a unique shape designed with Balanced Freeride Geometry and just a touch of taper ups the all-mountain abilities while keeping the freestyle performance on full blast. 45° Carbon Highlights deliver snappy pop without the stiff side effects. Throwback graphics top it off adding a touch of Burton's early 90s roots to an already iconic model.  Key Features of Burton Deep Thinker Snowboard: Directional Shape is the classic snowboard shape designed to be ridden with a slightly longer nose than tail to concentrate pop in the tail while providing plenty of float flow and control to rip any terrain or condition7mm Taper makes for easy turning providing the feel and focus of a directional board without anything holding you back from riding it like a twinDirectional Camber Bend has camber under both feet for stability through deep-diving turns and variable conditions and a rockered nose that adds lift for increased floatDirectional Flex features increased pop in the tail and a more resilient nose that allows riders to easily maintain control through all terrain and conditionsSuper Fly II 700G Core uses stronger and lighter wood to provide pop and strength while reducing overall weight, Dualzone EGD engineered wood grain is positioned along the toe and heel edges on two continuous zones perpendicular to the core for more edge-hold response and strength45º Carbon Highlights Fiberglass build optimizes each layer of the fiberglass matrix and adds a full tip-to-tail carbon layer to reduce weight and fine-tune torsional feelWFO Base infuses specially formulated wax deep into the pores of the extra-absorbent high-density sintered material making it ultradurable for riding all season in any conditionThe Channel® Board Mount is designed to help dial in the perfect stance and is compatible with all major bindings The Channel® - Stronger faster easier and designed to help dial-in the perfect stance for you - The Channel® gives you ultimate control of your stance and your board in a design compatible with all major bindings (not just Burton's).,static/img/loading.gif,Snowboards,Burton,154cm-157cm-160cm,599.95,https://www.The-House.com/9854btdet21zz-burton-snowboards.html,F,,,
Evol Flag Wide Snowboard,Description: Evol Flag Wide Snowboard  Key Features of Evol Flag Wide Snowboard: Twin RockerTerrain: All MountainFlex: 4/10 DimensionsLength157W163WEffective Edge111117Tip Width28.931.4Tail Width28.931.4Waist Width26.226.6Sidecut6.67.4Stance Range52-6452-64,static/img/loading.gif,Snowboards,Evol,157cm (W)-163cm (W),229.95,https://www.The-House.com/9857evflagw21zz-evol-snowboards.html,F,,,,
Bataleon Goliath Snowboard,Description: Bataleon Goliath Snowboard                        A fan favorite the Goliath combines power precision and agility into a freestyle all-mountain shape that will keep you happy regardless of the conditions.   Key Features of Bataleon Goliath Snowboard Outline Shape: 99% Twin Outline3D Shape: Freestyle 3BT + SidekickSide Uplift: Medium Uplift/Medium UpliftCamber Profile: Medium CamberTriax LaminateCarbon StringersLight CoreD.R.S.T.Hyper Glide SFlip FlopFlex: 6/10 DimensionsLength (cm)153156159Contact Length (cm)110.7112.9115.1Waist Width (cm)24.925.225.5Setback (cm)000Sidecut Radius (m)7.87.98.1Inserts242424Stance Width (cm)48-6049-6149.5-61.5Weight range (kg/lbs)59-77/130-17061-79/135-17570-88/155-195,static/img/loading.gif,Snowboards,Bataleon,153cm-159cm,439.95,https://www.The-House.com/9853bagol20zz-bataleon-snowboards.html,T,(20% Off),,,
Jones Flagship Snowboard,Description: Jones Flagship Snowboard                        The Flagship excels in technical terrain and is one the most confidence inspiring free ride boards on the planet. Featuring a directional rocker profile + Traction Tech 3.0 for unmatched edge grip on hard snow and a 3D Contour Base 3.0 for epic float in pow the Flagship carves stomps or straight lines with unbelievable precision. The Flagship’s tapered shape sinks the tail in pow for better float and quicker turns while the FSC™ Engineered Veneer Topsheet Flax/Basalt Power Stringers and new FSC™ Power Core add torsional response and reduce board chatter in rough snow. New for 2021 the Flagship has Float Pack inserts that give you the option of super setback stance on the deepest days.  Key Features of Jones Flagship Snowboard: Tapered Shape 12.5mmDirectional Flex patternV-coreBlunt NoseTraction Tech 3.0Progressive SidecutFSC™ Power CoreFSC™ Engineered VeneerTriax FiberglassSustainable Flax/Basalt StringersOversized Recycled EdgesRecycled Black ABSFloat Pack InsertsWend Natural WaxBio ResinFlip-Flop BaseSintered 9900 BaseFactory Tuned3D Base Contour 3.0Profile: Directional RockerFlex: 8/10 DimensionsLengths151154158161164167172Contact Length (cm)100.8103.2106.6109111.6113.6117.8Effective Edge Length (cm)111.8114.2117.6120122.6124.6128.8Tip Width (cm)2929.229.429.629.930.531.1Waist Width (cm)24.324.624.925.225.425.926.3Tail Width (cm)27.627.828.128.328.629.229.8Sidecut (m)7.37.98.59.19.39.49.5,static/img/loading.gif,Snowboards,Jones,151cm-154cm-158cm-161cm-164cm-167cm-172cm,649.95,https://www.The-House.com/9851jnflsh21zz-jones-snowboards.html,F,,,,
Arbor A-Frame Wide Snowboard,Description: Arbor A-Frame Wide Snowboard                        The A-Frame’s directional shape mild taper and setback stance offer comfort on groomers and ease in powder. A bigger radius sidecut improves carving at higher speeds and adds better control in the steeps. With carbon RWD inlays under your back foot the A-Frame delivers precision and performance in every turn.   Key Features of Arbor A-Frame Wide Snowboard: Natural WaxFactory TunedZero Waste Base2x4 14 Pack Inserts3600 Fully Wrapped SidewallsRWD Carbon A-Frames.87 cm TaperBio-ResinMixed GlassingRed Gum / Palisander / Black Dyed Ash PowerplyHighland ll CoreSintered + BaseDirectional CamberFlex Meter: 8/103-Year Warranty DimensionsLength170WEffective Edge (cm)126.8Tip Length (cm)31.6Tail Length (cm)19.6Tip Width (cm)32Waist Width (cm)27.4Tail Width (cm)31.1Sidecut (m)8.8,static/img/loading.gif,Snowboards,Arbor,170cm (W),649.99,https://www.The-House.com/9870arafrw21zz-arbor-snowboards.html,F,,,,
Salomon Huck Knife Wide Snowboard,Description: Salomon Huck Knife Wide Snowboard                        This true park board with a classic blunt shape was conceived to handle whatever you could throw at it. The mix of precision response and forgiveness gives versatile flex capabilities. Ready for side hits park jumps rails tree jibs and endless tricks.  Key Features of Salomon Huck Knife Wide Snowboard: Shape: True TwinProfile: Quad CamberSide Cut: EQ RadWidth: WideBase: SinteredTriaxPopsterAspen SLCT CoreMedium stone finishFreestyle EBSlingshot Sidewall4X2 insertsBA MD fiber glassFlex: Medium DimensionsLength155W158WEffective Edge119.5122Nose Width30.630.9Waist Width2626.3Tail Width30.630.9Stance Set Back0mm0mm,static/img/loading.gif,Snowboards,Salomon,155cm (W)-158cm (W),449.95,https://www.The-House.com/9855sahknw21zz-salomon-snowboards.html,F,,,,
Lib Tech x Lost Round Nose Fish Snowboard,Description: Lib Tech x Lost Round Nose Fish Snowboard                        Matt’s ...Lost RNF brought modern contours to a classic surf shape. The RNF snowboard does just that to a classic swallow tail snowboard. A floaty early rise nose on a taper angled tail positive carvy elliptical sidecut chassis with plenty of width and surface area reducing swallow tail make this a versatile resort hard pack ripper and epic pow blasting stomper.  Key Features of Lib Tech x Lost Round Nose Fish Snowboard Core: 75% Aspen / 25% Paulownia and a Hint of CedarGlass: Tri-Ax / Bi-Ax FiberTop: Eco Sublimated Poly Top+Base: Sintered BaseBirch Internal SidewallsUHMW Sintered SidewallsUHMW Tip/Tail Impact DeflectionOriginal Power Construction + Sintered Base [OP+]C2x - Xtreme Riding All Terrain ContourXtreme Perfection - Control/Precision/FloatLengthened Camber/Shortened Rocker/Lengthened CamberMagne-Traction - Effortless Edge HoldSerrated Steak Knife TechnologyHandcrafted Near Canada in the USAMervin Made - Zero Hazardous WasteSon of Cobra (@thesonofcobra)experiMENTAL/Freeride - Directional DimensionsLength (cm)159165Contact Length (cm)107110Tip Width (cm)30.131Tail Width (cm)29.130Waist Width (cm)25.526.4Sidecut (m)8.38.3Flex Range 1=Soft 10=Firm6.57,static/img/loading.gif,Snowboards,Lib Tech,165cm,454.95,https://www.The-House.com/9859ltxlrnf20zz-lib-tech-snowboards.html,T,(30% Off),,,
Chamonix Cobra Wide Snowboard,Description: Chamonix Cobra Wide Snowboard                        The Cobra is the ultimate jib stick to slide around the park like the king snake. The poplar hardwood and carbon fiber stringer construction delivers max pop and great response. A zero camber profile base with true twin shape and swallowed nose and tail for reduced swing weight. Art by Ames Bros  Key Features of Chamonix Cobra Snowboard Art by Ames Bros Extruded BasePoplar+ Hardwood StringersCarbon StringersZero Camber ProfileTwin Shape6/10 Flexi DimensionsLength152W155W158W161WEffective Edge116.5115.5118.5121.1Tip Width30.330.531.830.6Tail Width30.330.531.830.6Waist Width262626.625.4Sidecut7.67.67.97.3Stance Range52-6452-6452-6452-64,static/img/loading.gif,Snowboards,Chamonix,152cm (W)-155cm (W)-158cm (W),259.95,https://www.The-House.com/9852chcobrw21zz-chamonix-snowboards.html,F,,,,
Rome Gang Plank Snowboard,Description: Rome Gang Plank Snowboard                        THE BUTTERY-SMOOTH FREESTYLE FREAKSHOWBuild for riders that see sidehits and transitions around every turn the Gang Plank is an opportunistic all-mountain pillager. With enough flex and float to pop a front three into powder but plenty of pressable power to lay waste to the park the Gang Plank keeps the good times rolling long after the music stops. With a true twin shape and Contact Rocker camber profile you''re never out of your element with the Gang Plank.   Key Features of Rome Gang Plank Snowboard Shape: True TwinHotRod Configuration: Bamboo Single BarrelContact RockerSinterTrue BaseQuickRip SidecutRevound SidewallsGlasspacj Impact PlatesPop Core MatrixStraightBiax LaminateFlex: 6/10 DimensionsLength (cm)146149152155158Effective Edge (cm)112115118121124Tip Width (cm) -  -  -  -  - Tail Width (cm) -  -  -  -  - Waist Width (cm)24.624.825.125.425.5Sidecut (m)7.327.597.858.118.3,static/img/loading.gif,Snowboards,Rome,146cm,383.95,https://www.The-House.com/9846rmgp20zz-rome-snowboards.html,T,(20% Off),,,
Lib Tech Dynamo Wide Snowboard,Description: Lib Tech Dynamo Wide Snowboard                        A dreamy camber directional all terrain freeride board with unlimited freestyle capacity. The relaxed entry directional nose and mild taper floats the pow and crud effortlessly. A powerful C3 camber contour with Magne-Traction® guarantees precise hard pack carving and pop and stomp on big take offs and landings. The sustainable poppy Aspen/Paulownia core and fast running eco sublimated TNT base will have you beating your friends to the bottom all season long.  Key Features of Lib Tech Dynamo Wide Snowboard: Camber3: Aggressive All Terrain ContourBanana Technology [BNA] Effortless ControlOriginal Power Construction [OP]Light Environmentally Nice StrongCore: 75% Aspen / 25% PaulowniaGlass: Tri-Ax / Bi-Ax FiberTop: Eco Sublimated Poly TopBase: Eco Sublimated Tnt (Fast & Low Maintenance)Birch Internal SidewallsUhmw Sintered SidewallsUhmw Tip/Tail Impact DeflectionMagne-Traction Effortless Edge HoldSerrate Steak Knife TechnologyHandcrafted Near Canada in the USAAll Mountain/Freeride - DirectionalArt by Mike ParilloFlex: Medium/Firm DimensionsLength156W159WContact Length111114Nose Width30.731Waist Width26.526.7Tail Width30.430.7Sidecut88.1,static/img/loading.gif,Snowboards,Lib Tech,156cm (W)-159cm (W),499.99,https://www.The-House.com/9856ltdynw21zz-lib-tech-snowboards.html,F,,,,
Never Summer Chairman Snowboard,Description: Never Summer Chairman Snowboard                        Bred to be the CEO of Shred this carving machine utilizes a seven contact point sidecut maximum effective edge and is handcrafted specifically for Never Summer’s Chairman of the Boards. Our most extensive damping system stabilizes the ends of the board for unmatched high-speed stability and trench digging performance. On the Chairman you carve you carve…No slide!*Base designs and colors may vary  Key Features of Never Summer Chairman Snowboard Co-Extruded Polymer TopsheetCarbon Max Laminate TechnologyRipsaw Rocker Camber ProfileExtended Transition AreaChairman Power Grip SidecutLow Profile Nose/TailSTS Pre-tensioned FiberglassBi-Lite FiberglassNS SuperLight Wood CoreRDS 1+ Damping SystemElastomeric Underfoot StabilizersSintered P-Tex SidewallDurasurf XT Sintered 5501 BaseHarmonic Tip/Tail DamperFlex: Firm DimensionsLength157160164Waist25.625.625.7Edge123127131SidecutVario 820Vario 850Vario 950Tip/Tail29.4/29.129.5/29.029.3/28.7Surface Area631/4071646/4168661/4264,static/img/loading.gif,Snowboards,Never Summer,157cm-160cm-164cm,433.95,https://www.The-House.com/9857nschrmn20zz-never-summer-snowboards.html,T,(30% Off),,,
Jones Frontier Snowboard,Description: Jones Frontier Snowboard                        The Frontier is a directional freeride board designed to be the perfect daily driver for the playful all-mountain shredder. Featuring a floaty freeride nose matched with a freestyle tail the Frontier is ideal for pow days park days and every day in between. The Frontier’s Directional shape Directional Rocker profile and Traction Tech 2.0 edges provide confident stability riding through tech terrain or rough snow while the spooned nose+tail edges on the 3D Contour Base 1.0 reduce edge catch and make it easy to turn in tight terrain. The Frontier offers high performance without skimping on materials as it’s built with our new Sintered 8000 base an Eco-plastic topsheet and a new FSC™ Classic Core that is specially profiled between the feet for added pop.  Key Features of Jones Frontier Snowboard: Directional ShapeDirectional Flex PatternBlunt NoseV-coreTraction Tech 2.0Progressive SidecutFSC™ Classic CoreBiax FiberglassSintered 8000 BaseECO-Plastic Topsheet Oversized Recycled EdgesRecycled Black ABSWend Natural WaxBio ResinFactory TunedFlip-Flop Base3D Base Contour 1.0Profile: Directional RockerArt by Trevor KekkeFlex: 6/10 DimensionsLengths152156159162165Contact Length (cm)108111.4114116.6118.8Effective Edge Length (cm)111114.4117119.6121.8Tip Width (cm)29.129.529.83030.4Waist Width (cm)24.925.225.425.626Tail Width (cm)29.129.529.83030.4Sidecut (m)7.17.37.57.98.2,static/img/loading.gif,Snowboards,Jones,152cm-156cm-159cm-162cm,479.95,https://www.The-House.com/9852jnfron21zz-jones-snowboards.html,F,,,,
K2 Raygun Pop Wide Snowboard,"Description: K2 Raygun Pop Wide Snowboard                        The Raygun POP features a Directional Combination Camber Profile for stability on any terrain. Ten tip-to-tail carbon fiber stringers give that ""just right"" flex that meets the mark for responsiveness and snap and our Aspen Core strikes the perfect balance between weight liveliness and durability.  Key Features of K2 Raygun Pop Wide Snowboard: Directional Combination Camber ProfileAspen Core ICG 10 Biax GlassExtruded 2000 Base2x4 InsertsFlex: 6/10 DimensionsLength157W160W164WEffective Edge (cm)119122127Nose Width (cm)30.330.731.3Waist Width (cm)2626.326.6Tail Width (cm)30.330.731.3Sidecut (cm)88.18.2",static/img/loading.gif,Snowboards,K2,157cm (W)-160cm (W)-164cm (W),399.95,https://www.The-House.com/9857k2rgpw21zz-k2-snowboards.html,F,,,,
K2 WWW Snowboard,Description: K2 WWW Snowboard                        Perhaps the most well known K2 board in the line the World Wide Weapon is the time tested jib park stick that takes a licking and keeps on ticking. With a focus  on durability pop and playfulness we feature a p-tex top sheet an ultra-light all aspen core and a combination camber twin profile perfect for sliding rails and jibbing in your favorite park or the streets.   Key Features of K2 WWW Snowboard: Twin Combination Camber ProfileAspen CoreBiax GlassExtruded 2000 Base 2x4 InsertsFlex: 4/10 DimensionsLength144148152156Effective Edge (cm)106110114118Nose Width (cm)28.228.62929.4Waist Width (cm)24.524.724.925.1Tail Width (cm)28.228.62929.4Sidecut (cm)7.57.67.77.8,static/img/loading.gif,Snowboards,K2,152cm-156cm,389.95,https://www.The-House.com/9848k2www21zz-k2-snowboards.html,F,,,,
Burton Flight Attendant Snowboard,Description: Burton Flight Attendant Snowboard Prepare for take-off with a board that makes waves for its abilities to carve and catch air.Designed to be a terrain-slaying alternative to more traditional twin shapes the men's Burton Flight Attendant Snowboard is a free spirit that dissects both pow and hard-pack with equal precision. Balanced Freeride Geometry is the secret with setback camber and sidecut that are centered on your stance to create a twin freestyle feel when riding flat base. On edge the board turns tight and quick with Directional Camber and taper for added float and flow. A blend of big mountain attributes and all-terrain aggression the Flight Attendant finds the sweet spot for everything from steep lines and spontaneous slashes to wind-lips pillows and side hits.  Key Features of Burton Flight Attendant Snowboard: Freeride Directional Shape features a setback camber and a sidecut that is centered on your stance to create a twin freestyle stance when riding flat base and on edge it turns tight and quick with the float and prowess of a directional deck10mm Taper provides a versatile ride that promotes free and easy turns making this board perfect for riding in any conditionDirectional Camber Bend has camber under both feet for stability through deep-diving turns and variable conditions and a rockered nose that adds lift for increased floatDirectional Flex features increased pop in the tail and a more resilient nose that allows riders to easily maintain control through all terrain and conditionsSuper Fly II 700G Core uses stronger and lighter wood to provide pop and strength while reducing overall weight, Dualzone EGD engineered wood grain is positioned along the toe and heel edges on two continuous zones perpendicular to the core for more edge-hold response and strengthTriax Fiberglass with Carbon I-Beam provides versatile flex and response for everything from mini to mega shred with an ultralight carbon backbone that increases pop and longitudinal snapWFO Base infuses specially formulated wax deep into the pores of the extra-absorbent high-density sintered material making it ultradurable for riding all season in any conditionThe Channel® Board Mount is designed to help dial in the perfect stance and is compatible with all major bindings The Channel® - Stronger faster easier and designed to help dial-in the perfect stance for you - The Channel® gives you ultimate control of your stance and your board in a design compatible with all major bindings (not just Burton's).,static/img/loading.gif,Snowboards,Burton,152cm-156cm-159cm-162cm-168cm,549.95,https://www.The-House.com/9852btflat21zz-burton-snowboards.html,F,,,
Lib Tech Climax Snowboard,Description: Lib Tech Climax Snowboard                        What is better than carbon? More carbon! The Climax is the spawn of the world’s best rider / biggest dreamer converging with the world’s best board builders. Ultra-light tip and tails a carbon over carbon over magnesium fiber wrapping an ultralight balsa/paulownia core. An eco sublimated bio beans top and rugged sintered base on Travis’ favorite C2x freestyle friendly freeride geometries. A high performance dream ride.  Key Features of Lib Tech Climax Snowboard: C2x: Xtreme Riding All Terrain ContourBanana Technology [BNA] Effortless ControlClimax ConstructionLighter/Environmentally/Nicer LiveliestCore: 20% Aspen / 40% Paulownia / 40% BalsaGlass: Spread Toe Carbon / 33º Carbon Mesh / S Glass Strips / Tri-AxTop: Eco Sublimated Bio Beans TopBase: Eco Sublimated SinteredTip/Tail: Lightweight Spin SlimBirch Internal SidewallsUhmw Sintered SidewallsUhmw Tip/Tail Impact DeflectionMagne-Traction Effortless Edge HoldSerrate Steak Knife TechnologyHandcrafted Near Canada in the USAAll Mountain/Freeride - Directional Art by Mike ParilloFlex: Medium/Firm DimensionsLength159163Contact Length117112Nose Width30.330.5Waist Width25.826.4Tail Width30.330.5Sidecut8.28.2,static/img/loading.gif,Snowboards,Lib Tech,159cm-163cm,999.99,https://www.The-House.com/9859ltclim21zz-lib-tech-snowboards.html,F,,,,
